condition,clickStatus,targetH,targetS,targetL,distr1H,distr1S,distr1L,distr2H,distr2S,distr2L,allSpeakerContents
close,distr1,253,99,50,233,77,50,264,52,50,sorry / blue that is the brightest
split,target,118,95,50,102,40,50,231,19,50,nah some of these are harder / bright green
far,target,137,20,50,55,50,50,38,98,50,green like mint
split,target,323,22,50,326,68,50,66,96,50,purplish
far,target,224,76,50,167,96,50,66,88,50,dark blue
split,target,26,18,50,73,7,50,198,33,50,tanish orange reddish lol
split,target,54,11,50,111,5,50,327,58,50,tan brownish color / lol
split,target,230,5,50,200,32,50,315,89,50,gray
split,target,157,0,50,305,12,50,151,55,50,yep lol / gray
close,target,52,43,50,40,34,50,30,30,50,yellowish looking green
close,target,108,63,50,61,40,50,92,81,50,darker green
split,distr1,17,31,50,0,81,50,99,92,50,melon rosy color
far,target,95,90,50,293,33,50,20,97,50,oops lol / green
split,target,236,72,50,245,42,50,72,94,50,brighter blue
far,target,316,80,50,272,85,50,166,17,50,pink
split,target,115,64,50,130,26,50,232,8,50,bright green
close,target,89,43,50,76,38,50,140,46,50,ugh / olive green? that may be a little brighter
close,target,298,52,50,327,75,50,334,76,50,wtg! / purple
split,target,123,47,50,111,87,50,311,31,50,not so bright green
close,target,282,39,50,261,37,50,305,41,50,purple that is darker and looks more purple then blue
close,target,163,40,50,179,35,50,168,15,50,yes / mint green little brighter
far,target,57,52,50,155,50,50,214,14,50,yellow
close,target,116,25,50,122,35,50,89,15,50,green that is not so bright but not dull lol
split,target,286,72,50,264,43,50,27,68,50,bright purple / lol
far,target,270,88,50,345,29,50,169,5,50,blue
close,target,233,95,50,244,25,50,269,73,50,bright blue
close,target,277,68,50,293,43,50,247,38,50,purple
far,target,354,97,50,205,63,50,141,17,50,red
close,distr2,132,16,50,93,6,50,133,24,50,hey / light green
close,target,57,27,50,30,9,50,39,18,50,olive
close,target,129,43,50,155,64,50,90,24,50,grass / green
far,target,55,12,50,347,26,50,169,39,50,brown
split,target,308,35,50,313,18,50,224,42,50,brightest purple
far,target,104,81,50,321,67,50,107,0,50,green
split,target,163,40,50,132,16,50,359,78,50,blue
split,target,17,52,50,358,23,50,133,71,50,orange
far,target,184,29,50,263,26,50,79,55,50,blue
close,target,320,99,50,292,27,50,317,63,50,brightest purple
split,target,167,22,50,85,1,50,261,60,50,the teal blue
close,target,267,61,50,316,55,50,278,31,50,purple regular should be the darker
close,target,291,39,50,268,78,50,284,26,50,purple not the lilac / bright*
close,target,285,12,50,345,36,50,322,28,50,grey
split,distr1,41,32,50,90,14,50,266,64,50,olive
split,target,116,67,50,120,88,50,310,49,50,green not the brighter one / That might have been my fault lol. Its difficult
close,target,68,45,50,70,15,50,75,21,50,orange / Yellow orange
split,target,111,50,50,152,70,50,51,0,50,grass green
split,target,36,43,50,53,65,50,209,20,50,Brown / tan
far,target,191,67,50,122,19,50,228,85,50,the brighter blue / I guess thats sky blue?
split,target,77,29,50,37,39,50,241,80,50,olive green
close,target,260,38,50,267,85,50,290,79,50,I guess this is lilac / purple
far,target,311,4,50,267,76,50,82,40,50,grey
far,target,260,2,50,47,67,50,225,36,50,grey
close,target,104,61,50,147,75,50,95,38,50,bright green not the turqoise
far,target,17,37,50,132,44,50,215,61,50,redish one
far,target,1,0,50,7,92,50,214,46,50,grey
split,target,291,42,50,310,40,50,136,52,50,lilac again its the darker of the two
split,target,282,98,50,200,15,50,113,55,50,purple
split,target,137,63,50,87,70,50,205,72,50,turqoise
close,target,89,67,50,120,88,50,106,42,50,green and yellowish one
split,target,286,13,50,254,39,50,81,47,50,lilac the lighter pinker one
close,target,335,64,50,344,28,50,345,76,50,Magenta. But the more purple than bright pink one
split,target,45,22,50,183,1,50,132,60,50,Tan
far,target,133,70,50,314,37,50,327,0,50,green
close,target,161,90,50,111,61,50,137,87,50,blue
far,target,57,57,50,358,69,50,248,99,50,yellow
split,target,25,95,50,33,39,50,261,22,50,orange
split,target,266,62,50,228,68,50,199,46,50,purple
far,target,118,4,50,14,58,50,74,91,50,grey
far,target,145,59,50,112,6,50,250,65,50,turqoise
far,target,269,3,50,335,79,50,289,74,50,grey
split,target,350,48,50,8,66,50,294,6,50,magenta
close,target,268,50,50,243,90,50,231,78,50,purple
close,target,354,5,50,41,16,50,12,12,50,grey the normal one
far,target,245,21,50,307,0,50,352,63,50,purple blue
close,target,83,38,50,148,44,50,88,70,50,olive green
far,target,239,94,50,69,17,50,16,74,50,blue
far,target,146,26,50,204,52,50,232,90,50,not light blue and not dark blue turqoise* / Its the in betweener
far,target,268,29,50,108,39,50,5,55,50,Same to you / Purple :)
close,target,284,60,50,241,52,50,284,96,50,dark purple
far,target,10,92,50,101,17,50,336,72,50,orange
far,target,242,85,50,318,75,50,16,44,50,blue
far,target,232,97,50,330,21,50,176,53,50,blue
split,target,240,61,50,264,71,50,359,86,50,dark blue
split,target,355,26,50,326,66,50,79,50,50,brown?
split,target,1,31,50,331,43,50,150,57,50,brown?
close,target,324,38,50,290,16,50,356,16,50,bright purple / yes pinkish the brightest color
far,target,84,56,50,136,7,50,185,61,50,bright green
split,target,176,47,50,189,21,50,322,76,50,bright blue
far,target,29,68,50,27,9,50,190,21,50,orange
far,target,76,93,50,219,49,50,304,71,50,bright green
close,distr2,356,11,50,330,45,50,331,10,50,dark gray?  not purple
split,target,322,6,50,33,19,50,199,35,50,gray
close,target,120,73,50,117,40,50,73,45,50,bright neon green
split,target,296,27,50,323,88,50,41,93,50,purple
split,target,90,11,50,137,34,50,29,57,50,dark puke green
far,target,72,39,50,3,98,50,219,9,50,dark yellow?
far,target,196,18,50,334,73,50,80,84,50,blue / dark blue
close,target,107,83,50,151,56,50,153,89,50,bright green
close,target,115,9,50,207,7,50,11,4,50,green gray?
close,target,185,2,50,153,24,50,186,38,50,gray plain
split,distr1,192,34,50,202,51,50,326,87,50,dark blue
close,distr2,144,19,50,162,65,50,131,27,50,dark puke green
far,target,201,34,50,177,76,50,303,85,50,dark blue
close,target,159,9,50,104,7,50,24,10,50,light gray?
split,target,318,33,50,275,71,50,74,49,50,dark pink
far,target,294,93,50,145,12,50,79,42,50,bright pink
close,target,110,54,50,78,91,50,116,84,50,dark green
close,distr2,78,47,50,116,59,50,91,81,50,yellow green?
far,target,135,15,50,76,51,50,10,43,50,gray dark
far,target,284,29,50,209,45,50,253,90,50,purple
far,target,248,0,50,292,83,50,185,61,50,gray
close,target,277,13,50,354,27,50,330,5,50,dark purple
close,target,236,42,50,226,57,50,245,60,50,dark purple blueish?
far,target,39,51,50,194,34,50,330,93,50,baige
close,target,150,92,50,152,46,50,169,58,50,neon green
split,target,209,69,50,205,32,50,57,91,50,blue bright
far,target,254,59,50,310,99,50,42,8,50,dark purple blue
far,target,100,68,50,352,96,50,161,42,50,neon green
close,distr1,158,44,50,146,67,50,172,65,50,dark green
split,target,320,46,50,270,26,50,35,21,50,pink dark
split,target,194,96,50,197,58,50,109,62,50,light blue
split,target,289,62,50,241,34,50,32,41,50,purple
split,target,138,28,50,61,19,50,186,37,50,green dark
split,distr1,128,79,50,124,98,50,4,13,50,green normal
split,distr1,182,85,50,186,99,50,209,64,50,light blue?
close,target,97,53,50,147,37,50,108,39,50,green bright?
split,target,84,65,50,103,24,50,308,77,50,green bright
close,target,342,0,50,185,10,50,212,17,50,gray dark
split,distr2,156,94,50,90,57,50,309,6,50,blue
far,target,186,59,50,16,44,50,339,90,50,blue
split,target,90,99,50,83,46,50,352,8,50,yellow
far,target,287,19,50,130,54,50,236,93,50,purple
split,target,90,56,50,147,79,50,238,97,50,military green
split,target,126,55,50,112,81,50,291,69,50,military green
close,distr1,335,52,50,347,56,50,317,51,50,middle lightest purple / ye this one is hard for you
far,target,166,82,50,315,53,50,204,12,50,sky blue
split,target,257,48,50,264,28,50,117,66,50,darke rpurple / darker purple *
close,target,243,39,50,266,67,50,284,36,50,the only blue
close,target,248,13,50,199,15,50,257,1,50,"lmao wtf, purple? I guess"
far,target,51,9,50,230,14,50,291,93,50,closest to white / lightest grey
far,target,217,33,50,314,27,50,345,91,50,blue
far,target,200,76,50,54,39,50,5,94,50,blue
close,target,280,85,50,248,75,50,251,54,50,pink purple
close,distr1,121,86,50,74,42,50,74,85,50,leaf green
far,target,354,47,50,64,51,50,215,75,50,pinkish red
far,distr1,193,8,50,146,33,50,8,95,50,darker blue / go with green
far,distr2,37,36,50,11,90,50,216,7,50,gray
split,target,288,45,50,301,73,50,157,64,50,what colors do you see? / purple
far,target,104,18,50,58,80,50,203,7,50,green
split,target,320,57,50,301,49,50,90,6,50,magenta
close,target,278,38,50,315,27,50,286,79,50,colors? / purple
split,distr2,156,77,50,175,63,50,238,15,50,darker sky blue
split,target,117,31,50,158,88,50,348,27,50,military green
split,target,36,20,50,17,40,50,336,63,50,grey
far,distr2,293,98,50,138,57,50,241,33,50,purple
split,target,147,43,50,140,23,50,337,47,50,very light sky blue / choose the lightest green you see
close,distr1,275,28,50,345,30,50,326,74,50,colors? / in between
split,target,216,37,50,246,5,50,150,96,50,dark blue / our colors on our monitors are different weird / but go with blue
close,distr1,224,66,50,246,37,50,277,94,50,the same color as last time
split,distr1,237,33,50,203,21,50,20,53,50,colors? / wat :\ / uh bluish color
far,target,224,30,50,54,36,50,354,24,50,blue
split,distr1,67,29,50,86,40,50,177,3,50,green
close,target,160,99,50,85,78,50,149,85,50,"blue / I see green, and 2 shades of blue / choose any it's hopeless / go with teal"
far,target,266,27,50,85,41,50,37,81,50,pirple
split,target,295,86,50,327,64,50,193,95,50,magneta
far,target,115,62,50,354,32,50,241,27,50,green / green
far,target,229,9,50,91,61,50,71,17,50,blue / gray
close,target,236,39,50,217,32,50,272,36,50,blue / darker one
close,target,235,18,50,226,62,50,213,87,50,gray
split,target,68,78,50,121,80,50,183,54,50,yellow / yellower green
close,distr1,139,67,50,148,83,50,132,87,50,this one is in between / not as green and not as blue as the other / go with light green
close,target,149,76,50,113,67,50,162,99,50,same as last time
close,target,229,42,50,256,23,50,266,49,50,blue purple
far,target,146,13,50,99,50,50,303,28,50,grayish color
close,target,227,75,50,254,93,50,244,53,50,blue / like solid blue / no shades of purple / blue
close,distr1,101,17,50,107,31,50,87,7,50,not gray
far,target,189,96,50,203,49,50,19,74,50,sky blue
split,target,50,30,50,64,42,50,348,15,50,the color of mud
close,distr1,282,54,50,274,16,50,304,26,50,The object is the darkest shade of purple.
split,target,206,91,50,196,83,50,311,80,50,The darker shade of blue
far,target,162,5,50,78,72,50,259,50,50,Grey
far,target,327,80,50,244,11,50,252,96,50,pink
close,distr2,22,18,50,316,10,50,11,12,50,The darker brown
far,target,244,52,50,47,88,50,100,32,50,blue
close,distr1,3,19,50,14,45,50,343,80,50,the lighter brown
far,target,293,72,50,37,21,50,329,10,50,purple
split,target,318,81,50,351,33,50,236,43,50,pink
close,target,156,13,50,221,7,50,121,0,50,green
far,target,265,68,50,202,95,50,187,14,50,purple
far,target,109,41,50,302,96,50,282,20,50,green
close,target,343,75,50,320,87,50,325,63,50,reddish pink
close,target,90,42,50,107,87,50,137,38,50,leafy pale green
split,target,99,66,50,161,77,50,334,92,50,green
far,target,115,42,50,167,3,50,184,57,50,green
split,target,29,50,50,22,65,50,271,76,50,tan/brown
far,target,61,56,50,284,41,50,103,99,50,yellowish dirty green
split,target,277,15,50,8,12,50,52,83,50,purple
far,target,2,40,50,271,91,50,123,47,50,reddish purple
close,target,134,6,50,62,21,50,70,8,50,True grey
split,target,231,1,50,295,3,50,61,97,50,light grey
close,target,281,14,50,247,23,50,294,33,50,grey/purple
split,distr1,213,79,50,232,52,50,345,80,50,true blue
far,target,202,61,50,357,34,50,248,62,50,teal
close,target,113,52,50,70,58,50,65,33,50,true green
split,target,75,39,50,98,92,50,334,56,50,muddy green
far,target,126,5,50,256,11,50,66,76,50,grey
close,target,146,38,50,71,44,50,80,25,50,teal
far,target,256,58,50,161,78,50,50,32,50,purple
split,target,85,88,50,125,44,50,319,80,50,not the true green / the other green
close,target,287,1,50,344,16,50,283,13,50,grey
split,target,325,23,50,300,8,50,81,31,50,the redder purple
close,target,202,24,50,237,35,50,215,52,50,grey blue
split,target,117,50,50,154,58,50,306,53,50,truer green
close,target,199,12,50,296,78,50,273,73,50,grey
close,target,125,7,50,96,30,50,132,22,50,grey
close,target,256,31,50,271,8,50,323,26,50,true purple
far,target,32,84,50,198,9,50,83,98,50,orange
far,target,189,76,50,326,19,50,111,96,50,blue
split,target,134,52,50,84,67,50,233,92,50,tealish green
split,target,134,52,50,162,38,50,234,81,50,truer green
close,target,247,36,50,234,90,50,283,88,50,greyer purple
close,distr1,79,28,50,65,56,50,88,44,50,"not leafy green, not yellowish green."
split,target,177,65,50,169,96,50,123,35,50,bluer teal
far,target,207,90,50,290,64,50,112,85,50,blue
far,target,54,28,50,123,55,50,0,42,50,brown
split,target,18,61,50,17,33,50,169,36,50,orange
far,target,326,84,50,342,13,50,187,32,50,bright pink
split,target,218,70,50,238,62,50,176,52,50,"not the teal, not the dark blue, the other blue"
close,target,239,22,50,221,47,50,256,59,50,the more greyish
split,target,119,84,50,71,74,50,332,5,50,green
split,target,277,24,50,275,8,50,50,17,50,purple
split,target,230,18,50,280,12,50,271,64,50,grey blue
far,target,304,52,50,163,16,50,233,78,50,maroon
split,target,50,8,50,42,26,50,289,67,50,brown / greyish
split,target,157,28,50,98,26,50,267,1,50,turquoise / more blue / forest
close,target,192,4,50,20,11,50,328,0,50,grey grey
far,target,148,58,50,227,60,50,285,69,50,greenish
far,target,309,98,50,173,42,50,148,90,50,pink
close,target,257,93,50,235,30,50,269,29,50,true blue
far,target,129,54,50,57,33,50,176,79,50,green
close,target,138,23,50,154,36,50,186,23,50,olive puke green
far,target,322,71,50,171,31,50,26,44,50,pink
split,target,200,39,50,201,98,50,346,33,50,greyish blue
split,target,136,8,50,47,17,50,13,82,50,grey / not brown or orange
close,target,42,14,50,86,7,50,197,11,50,tan / with a little orange
far,target,271,27,50,184,56,50,359,21,50,purple
far,target,39,27,50,203,81,50,307,78,50,brownish orange / we are doing well
far,target,308,26,50,241,61,50,60,27,50,purple
split,target,286,65,50,299,78,50,164,16,50,violet / not pink
split,distr1,231,60,50,259,53,50,343,98,50,true blue
close,target,336,46,50,7,32,50,294,7,50,pink
split,target,306,9,50,259,25,50,53,19,50,pinkish grey
close,distr1,321,84,50,302,81,50,291,61,50,bright pink almost neon / not pastel
split,distr1,274,80,50,259,66,50,157,32,50,purple / dark
far,target,210,89,50,116,71,50,6,79,50,light blue
split,target,227,36,50,217,30,50,335,24,50,dark blue
far,target,295,87,50,172,76,50,79,92,50,purple pink
far,target,84,26,50,292,85,50,225,79,50,tan olive
close,target,122,81,50,138,41,50,119,48,50,bright green / neon
close,target,235,25,50,224,33,50,205,11,50,dark blue / not grey / purple
close,target,312,15,50,223,11,50,2,1,50,pinkish
split,target,335,68,50,307,16,50,191,8,50,fuschia
close,target,129,15,50,116,7,50,160,16,50,olive green / this is hard / not bluish / not brownish
split,target,282,72,50,303,74,50,194,28,50,nice / purple
split,target,307,93,50,287,29,50,3,75,50,pink
far,target,60,79,50,230,31,50,331,71,50,yelow
close,target,149,17,50,239,1,50,126,11,50,light green / less brown
close,target,267,43,50,292,64,50,259,71,50,purple
split,target,13,5,50,342,12,50,246,50,50,not / brown / the brown without pink
far,target,282,13,50,65,49,50,243,58,50,purple
close,distr1,109,34,50,155,32,50,169,52,50,army green
far,target,184,75,50,272,27,50,151,10,50,sky blue
split,target,250,10,50,208,39,50,358,65,50,purple grey
far,target,299,35,50,235,96,50,5,38,50,pink purple
far,target,71,83,50,19,1,50,34,81,50,yellow
close,target,294,74,50,311,25,50,284,25,50,neon
close,target,160,62,50,176,26,50,116,26,50,neon
far,distr2,50,22,50,221,35,50,353,37,50,nice work! / orange tan
close,distr1,316,28,50,292,19,50,311,78,50,lilac
far,target,166,51,50,200,82,50,308,74,50,Aqua the more green one
split,target,175,50,50,167,34,50,301,73,50,Teal the brighter one
close,target,268,40,50,258,25,50,316,44,50,perriwinkle / the closet to what grimace looked like. A purple blue maybe / fair enough im sorry  I cant be more helpful / vivid
far,target,0,23,50,197,45,50,247,77,50,brown one
close,target,270,21,50,245,16,50,260,45,50,not grey or tradional purple
far,target,50,99,50,65,23,50,0,54,50,yellow one
split,target,94,97,50,160,78,50,341,32,50,Green one / lime
close,target,124,57,50,102,85,50,147,47,50,closer to forest green / not bright
close,target,245,2,50,40,9,50,177,14,50,not grey not blue
close,target,192,4,50,288,95,50,324,43,50,grey
split,target,293,61,50,200,8,50,153,74,50,bright purple
far,target,43,24,50,281,3,50,305,85,50,brown
close,target,156,86,50,164,54,50,135,81,50,bright teal
far,target,222,26,50,149,80,50,314,41,50,blueish purple
far,target,235,27,50,11,64,50,57,24,50,the blue one
split,target,306,18,50,229,21,50,46,73,50,the more traditional purple
close,target,221,6,50,61,1,50,354,7,50,the one with ahint of blue
close,target,258,62,50,290,76,50,279,48,50,brighter blue
close,target,335,19,50,16,14,50,326,6,50,the one with purple in it / gray/red
split,target,85,53,50,149,63,50,153,11,50,not teal but the other green
